Phường Quảng An,Tây Hồ,Hà Nội,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư tại D’. Le Roi Soleil,"222,4 m²","30,87 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Semi outfit,Không có thông tin,Không có thông tin,Tây - Bắc,Số tòa: 2; Số căn hộ: 498,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,Tổng công ty Xây dựng Hà Nội,Khu Ngoại Giao Đoàn,Căn hộ chung cư tại Khu Ngoại Giao Đoàn,86 m²,59 triệu/m²,2 phòng,Không có thông tin,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Đông,Nam,Số tòa: 23,"Giá T10/22: 49,6 tr/m²; Giá T11/22: 45 tr/m²; Giá T12/22: 47,9 tr/m²; Giá T1/23: 50,4 tr/m²; Giá T2/23: 45,1 tr/m²; Giá T3/23: 46,9 tr/m²; Giá T4/23: 47,6 tr/m²; Giá T5/23: 51,2 tr/m²; Giá T6/23: 50 tr/m²; Giá T7/23: 50,6 tr/m²; Giá T8/23: 51,4 tr/m²; Giá T9/23: 53,5 tr/m²; Giá T10/23: 54,4 tr/m²; Giá T11/23: 53,3 tr/m²; Giá T12/23: 57,2 tr/m²; Giá T1/24: 55 tr/m²; Giá T2/24: 55,3 tr/m²; Giá T3/24: 60 tr/m²; Giá T4/24: 65 tr/m²; Giá T5/24: 69,3 tr/m²; Giá T6/24: 64,5 tr/m²; Giá T7/24: 65,1 tr/m²; Giá T8/24: 65,7 tr/m²; Giá T9/24: 69,3 tr/m²; Giá T10/24: 75,1 tr/m²;  ","38,3 53,1; 39 51,4; 36,8 69; 38 54,9; 40 61,7; 39,1 60,5; 40,1 54,3; 41,4 62; 40,9 76,4; 43,2 70,1; 43,9 64,7; 42,9 79,3; 47,7 80,5; 45,9 64,4; 49,1 71,9; 49,9 61,8; 52 59,6; 53 68,3; 55,7 76,5; 55 93,5; 55 97,7; 55 78,6; 55,9 90,5; 61,1 85,2; 62 90,5"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine Golden River,Căn hộ chung cư tại Sunshine Golden River,"141,5 m²",80 triệu/m²,3 phòng,2 phòng,Không có thông tin,Đầy đủ,Không có thông tin,Bắc,Nam,Số tòa: 1; Số căn hộ: 217,"Giá Q3/22: 76,2 tr/m²; Giá Q3/22: 76,2 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q3/24: 94,8 tr/m²; Giá Q3/24: 94,8 tr/m²;  ","66 120; 66 120; 64 93,6; 64 93,6; 64 93,6; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 56,6 78,4; 56,6 78,4; 56,6 78,4; 50,7 104,1; 50,7 104,1; 50,7 104,1; 51,9 104,6; 51,9 104,6; 51,9 104,6; 70,3 118; 70,3 118; 70,3 118; 78 140,3; 78 140,3"
Phường Quảng An,Tây Hồ,Hà Nội,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư tại D’. Le Roi Soleil,222 m²,Thỏa thuận,4 phòng,Không có thông tin,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 2; Số căn hộ: 498,"Giá T10/22: 75,7 tr/m²; Giá T11/22: 79,6 tr/m²; Giá T12/22: 77,3 tr/m²; Giá T1/23: 73 tr/m²; Giá T2/23: 82,2 tr/m²; Giá T3/23: 81,3 tr/m²; Giá T4/23: 85,2 tr/m²; Giá T5/23: 77,2 tr/m²; Giá T6/23: 70,3 tr/m²; Giá T7/23: 78,7 tr/m²; Giá T8/23: 75,8 tr/m²; Giá T9/23: 86,2 tr/m²; Giá T10/23: 86,2 tr/m²; Giá T11/23: 90,9 tr/m²; Giá T12/23: 90,4 tr/m²; Giá T1/24: 90,9 tr/m²; Giá T2/24: 89,2 tr/m²; Giá T3/24: 93,7 tr/m²; Giá T4/24: 87,9 tr/m²; Giá T5/24: 85,6 tr/m²; Giá T6/24: 102,5 tr/m²; Giá T7/24: 106,8 tr/m²; Giá T8/24: 106,2 tr/m²; Giá T9/24: 104,4 tr/m²; Giá T10/24: 112 tr/m²;  ","62,5 104,2; 65,6 98,9; 64,4 97,6; 60 108,9; 68,2 101,8; 64,1 110,8; 63,7 105,8; 63,8 96,4; 62,8 88,9; 65 97,1; 60,4 90,3; 60,5 102,8; 63,8 145; 64,2 105,3; 67,6 121,7; 70,9 110,9; 68,8 134,1; 73 130,4; 71,6 129,7; 67,8 114,4; 71,9 130,3; 84,2 143,6; 80,9 139,3; 79,5 148,9; 80,8 141,2"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine Golden River,Căn hộ chung cư tại Sunshine Golden River,160 m²,14 tỷ,3 phòng,2 phòng,Hợp đồng mua bán,Bàn giao full nội thất cao cấp liền tường nhập khẩu Châu Âu.,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 1; Số căn hộ: 217,"Giá Q3/22: 76,2 tr/m²; Giá Q3/22: 76,2 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q4/22: 70,7 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q1/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q2/23: 69,2 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q3/23: 60 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q4/23: 58,5 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q1/24: 70,3 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q2/24: 81,5 tr/m²; Giá Q3/24: 94,8 tr/m²; Giá Q3/24: 94,8 tr/m²;  ","66 120; 66 120; 64 93,6; 64 93,6; 64 93,6; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 67,4 87,8; 56,6 78,4; 56,6 78,4; 56,6 78,4; 50,7 104,1; 50,7 104,1; 50,7 104,1; 51,9 104,6; 51,9 104,6; 51,9 104,6; 70,3 118; 70,3 118; 70,3 118; 78 140,3; 78 140,3"
Phường Phú Thượng,Tây Hồ,Hà Nội,Tân Hoàng Minh Group,D’. El Dorado,Căn hộ chung cư tại D’. El Dorado,80 m²,6 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Tây,Đông - Nam,Số tòa: 1; Số căn hộ: 448,"Giá T10/22: 77,4 tr/m²; Giá T11/22: 71,6 tr/m²; Giá T12/22: 82,7 tr/m²; Giá T1/23: 60,6 tr/m²; Giá T2/23: 77,4 tr/m²; Giá T3/23: 74,1 tr/m²; Giá T4/23: 73,2 tr/m²; Giá T5/23: 109,5 tr/m²; Giá T6/23: 58,5 tr/m²; Giá T7/23: 107,8 tr/m²; Giá T8/23: 99,1 tr/m²; Giá T9/23: 84 tr/m²; Giá T10/23: 95 tr/m²; Giá T11/23: 81,4 tr/m²; Giá T12/23: 74,8 tr/m²; Giá T1/24: 65,8 tr/m²; Giá T2/24: 72,3 tr/m²; Giá T3/24: 100,6 tr/m²; Giá T4/24: 74,4 tr/m²; Giá T5/24: 85,5 tr/m²; Giá T6/24: 87,5 tr/m²; Giá T7/24: 87,3 tr/m²; Giá T8/24: 88,1 tr/m²; Giá T9/24: 92,7 tr/m²; Giá T10/24: 96,8 tr/m²;  ","47,2 108,9; 54,9 111,4; 53 138; 54,6 119,7; 68,8 140,9; 58,2 110,3; 50,7 133,6; 57 142,7; 55,9 111,1; 56,3 136; 60,7 136,1; 54,3 125,2; 60,3 139,4; 62,1 130,7; 53,2 134,2; 54,7 122,6; 57,1 133; 60 124,8; 59,9 125,3; 60,8 135,3; 65 145,7; 71,7 149,1; 72,4 154,8; 76,3 131,3; 77,2 157,6"
Phường Phan Si Păng,Sa Pa,Lào Cai,Tập đoàn Bitexco,Irista Hill Sapa,Căn hộ chung cư tại Irista Hill Sapa,45 m²,1 tỷ,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông - Nam,Tây - Bắc,Số tòa: 5,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra,118 m²,6 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Đông,Số tòa: 50,"Giá T10/22: 43,5 tr/m²; Giá T11/22: 43,3 tr/m²; Giá T12/22: 45,4 tr/m²; Giá T1/23: 43,1 tr/m²; Giá T2/23: 46 tr/m²; Giá T3/23: 46,2 tr/m²; Giá T4/23: 43,7 tr/m²; Giá T5/23: 43,7 tr/m²; Giá T6/23: 47 tr/m²; Giá T7/23: 44,3 tr/m²; Giá T8/23: 44,7 tr/m²; Giá T9/23: 45,8 tr/m²; Giá T10/23: 46,7 tr/m²; Giá T11/23: 46,9 tr/m²; Giá T12/23: 47,3 tr/m²; Giá T1/24: 47,8 tr/m²; Giá T2/24: 45,5 tr/m²; Giá T3/24: 50,8 tr/m²; Giá T4/24: 55,3 tr/m²; Giá T5/24: 59,6 tr/m²; Giá T6/24: 57,9 tr/m²; Giá T7/24: 63,2 tr/m²; Giá T8/24: 62,4 tr/m²; Giá T9/24: 66,3 tr/m²; Giá T10/24: 72 tr/m²;  ","35,9 58,2; 35,3 67,2; 35,9 64,9; 35 52; 34,1 68,4; 34,6 73,5; 35,7 53,9; 35 60,9; 35,5 67,1; 36 66,1; 35,9 65,5; 36,1 65,9; 39,3 65,8; 37,6 65,6; 36,1 64,9; 41,3 60,7; 37,4 57,9; 43,8 66,4; 49 69,1; 48,2 77; 48 80,4; 49,4 87,5; 52 84,4; 54,1 84,4; 58,9 90,9"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine Riverside,Căn hộ chung cư tại Sunshine Riverside,98 m²,7 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Nam,Bắc,Số tòa: 3; Số căn hộ: 932,"Giá T10/22: 46,8 tr/m²; Giá T11/22: 46,3 tr/m²; Giá T12/22: 46,4 tr/m²; Giá T1/23: 45,6 tr/m²; Giá T2/23: 46,6 tr/m²; Giá T3/23: 45,3 tr/m²; Giá T4/23: 44,4 tr/m²; Giá T5/23: 46 tr/m²; Giá T6/23: 47,4 tr/m²; Giá T7/23: 48,2 tr/m²; Giá T8/23: 48,7 tr/m²; Giá T9/23: 50 tr/m²; Giá T10/23: 50 tr/m²; Giá T11/23: 50 tr/m²; Giá T12/23: 50,7 tr/m²; Giá T1/24: 51,5 tr/m²; Giá T2/24: 51,7 tr/m²; Giá T3/24: 55 tr/m²; Giá T4/24: 60 tr/m²; Giá T5/24: 61,3 tr/m²; Giá T6/24: 60,6 tr/m²; Giá T7/24: 64,6 tr/m²; Giá T8/24: 67,6 tr/m²; Giá T9/24: 70,9 tr/m²; Giá T10/24: 71,9 tr/m²;  ","42,1 80,7; 41,9 80,4; 41,9 56,1; 42,4 52,4; 41 55,3; 41,5 54,5; 38,5 50,2; 43,2 52,1; 42,5 60,2; 44,1 53,4; 44,7 53,6; 46,2 57; 45,2 57,1; 45,2 56,6; 45,4 56,1; 47,7 60,2; 47,5 59; 48,6 64,8; 51,6 66,9; 56,5 67; 57 69,8; 58,1 71,1; 62,3 74,9; 65,7 84,2; 68 81,4"
Phú Thượng,Tây Hồ,Hà Nội,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Khu đô thị Nam Thăng Long - Ciputra,Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra,121 m²,"6,2 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Đông - Nam,Số tòa: 50,"Giá T10/22: 43,5 tr/m²; Giá T11/22: 43,3 tr/m²; Giá T12/22: 45,4 tr/m²; Giá T1/23: 43,1 tr/m²; Giá T2/23: 46 tr/m²; Giá T3/23: 46,2 tr/m²; Giá T4/23: 43,7 tr/m²; Giá T5/23: 43,7 tr/m²; Giá T6/23: 47 tr/m²; Giá T7/23: 44,3 tr/m²; Giá T8/23: 44,7 tr/m²; Giá T9/23: 45,8 tr/m²; Giá T10/23: 46,7 tr/m²; Giá T11/23: 46,9 tr/m²; Giá T12/23: 47,3 tr/m²; Giá T1/24: 47,8 tr/m²; Giá T2/24: 45,5 tr/m²; Giá T3/24: 50,8 tr/m²; Giá T4/24: 55,3 tr/m²; Giá T5/24: 59,6 tr/m²; Giá T6/24: 57,9 tr/m²; Giá T7/24: 63,2 tr/m²; Giá T8/24: 62,4 tr/m²; Giá T9/24: 66,3 tr/m²; Giá T10/24: 72 tr/m²;  ","35,9 58,2; 35,3 67,2; 35,9 64,9; 35 52; 34,1 68,4; 34,6 73,5; 35,7 53,9; 35 60,9; 35,5 67,1; 36 66,1; 35,9 65,5; 36,1 65,9; 39,3 65,8; 37,6 65,6; 36,1 64,9; 41,3 60,7; 37,4 57,9; 43,8 66,4; 49 69,1; 48,2 77; 48 80,4; 49,4 87,5; 52 84,4; 54,1 84,4; 58,9 90,9"
Phường Phú Thượng,Tây Hồ,Hà Nội,CapitaLand Development (Việt Nam),Heritage West Lake,Căn hộ chung cư tại Heritage West Lake,145 m²,Thỏa thuận,3 phòng,3 phòng,Hợp đồng mua bán,"Đầy đủ nội thất xa xỉ của Smegg, Villory&Boss.",Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 3; Số căn hộ: 375,"Giá T10/22: 93,4 tr/m²; Giá T11/22: 65 tr/m²; Giá T12/22: 60 tr/m²; Giá T1/23: 113,4 tr/m²; Giá T2/23: 65 tr/m²; Giá T3/23: 66,7 tr/m²; Giá T4/23: 115,6 tr/m²; Giá T5/23: 137,1 tr/m²; Giá T6/23: 107,5 tr/m²; Giá T7/23: 135,2 tr/m²; Giá T8/23: 136,3 tr/m²; Giá T9/23: 119,3 tr/m²; Giá T10/23: 124,8 tr/m²; Giá T11/23: 105,9 tr/m²; Giá T12/23: 134,8 tr/m²; Giá T1/24: 112,8 tr/m²; Giá T2/24: 109,7 tr/m²; Giá T3/24: 146,4 tr/m²; Giá T4/24: 106,7 tr/m²; Giá T5/24: 116,1 tr/m²; Giá T6/24: 112,9 tr/m²; Giá T7/24: 118,9 tr/m²; Giá T8/24: 112,9 tr/m²; Giá T9/24: 103,9 tr/m²; Giá T10/24: 158,6 tr/m²;  ","60 166,3; 60 142; 60 139,1; 71 116,7; 60 124,7; 60 156,4; 100,2 194,2; 103,2 181,4; 85,3 171; 93,2 218,5; 78,2 223,2; 90,1 206,1; 69,5 215,7; 86,9 182,8; 86,7 205,1; 86 206,9; 91 214,1; 70,8 207; 79,2 120,4; 70,8 205,1; 75,4 212,8; 88,5 215,2; 74,1 216,9; 71,4 238,7; 83,4 251,1"
Phường Phú Thượng,Tây Hồ,Hà Nội,Công ty TNHH Đầu tư C.T.L,PentStudio,Căn hộ chung cư tại PentStudio,76 m²,"5,6 tỷ",1 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có dữ liệu lịch sử giá,Không có dữ liệu lịch sử khoảng giá
Phường Quảng An,Tây Hồ,Hà Nội,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư tại D’. Le Roi Soleil,"222,3 m²","30,5 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Đông - Bắc,Đông - Nam,Số tòa: 2; Số căn hộ: 498,"Giá T10/22: 75,7 tr/m²; Giá T11/22: 79,6 tr/m²; Giá T12/22: 77,3 tr/m²; Giá T1/23: 73 tr/m²; Giá T2/23: 82,2 tr/m²; Giá T3/23: 81,3 tr/m²; Giá T4/23: 85,2 tr/m²; Giá T5/23: 77,2 tr/m²; Giá T6/23: 70,3 tr/m²; Giá T7/23: 78,7 tr/m²; Giá T8/23: 75,8 tr/m²; Giá T9/23: 86,2 tr/m²; Giá T10/23: 86,2 tr/m²; Giá T11/23: 90,9 tr/m²; Giá T12/23: 90,4 tr/m²; Giá T1/24: 90,9 tr/m²; Giá T2/24: 89,2 tr/m²; Giá T3/24: 93,7 tr/m²; Giá T4/24: 87,9 tr/m²; Giá T5/24: 85,6 tr/m²; Giá T6/24: 102,5 tr/m²; Giá T7/24: 106,8 tr/m²; Giá T8/24: 106,2 tr/m²; Giá T9/24: 104,4 tr/m²; Giá T10/24: 112 tr/m²;  ","62,5 104,2; 65,6 98,9; 64,4 97,6; 60 108,9; 68,2 101,8; 64,1 110,8; 63,7 105,8; 63,8 96,4; 62,8 88,9; 65 97,1; 60,4 90,3; 60,5 102,8; 63,8 145; 64,2 105,3; 67,6 121,7; 70,9 110,9; 68,8 134,1; 73 130,4; 71,6 129,7; 67,8 114,4; 71,9 130,3; 84,2 143,6; 80,9 139,3; 79,5 148,9; 80,8 141,2"
Phường Phú Thượng,Tây Hồ,Hà Nội,CapitaLand Development (Việt Nam),Heritage West Lake,Căn hộ chung cư tại Heritage West Lake,93 m²,"12,9 tỷ",3 phòng,2 phòng,Không có thông tin,Bàn giao nội thất nhập khẩu Châu Âu.,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 3; Số căn hộ: 375,"Giá T10/22: 93,4 tr/m²; Giá T11/22: 65 tr/m²; Giá T12/22: 60 tr/m²; Giá T1/23: 113,4 tr/m²; Giá T2/23: 65 tr/m²; Giá T3/23: 66,7 tr/m²; Giá T4/23: 115,6 tr/m²; Giá T5/23: 137,1 tr/m²; Giá T6/23: 107,5 tr/m²; Giá T7/23: 135,2 tr/m²; Giá T8/23: 136,3 tr/m²; Giá T9/23: 119,3 tr/m²; Giá T10/23: 124,8 tr/m²; Giá T11/23: 105,9 tr/m²; Giá T12/23: 134,8 tr/m²; Giá T1/24: 112,8 tr/m²; Giá T2/24: 109,7 tr/m²; Giá T3/24: 146,4 tr/m²; Giá T4/24: 106,7 tr/m²; Giá T5/24: 116,1 tr/m²; Giá T6/24: 112,9 tr/m²; Giá T7/24: 118,9 tr/m²; Giá T8/24: 112,9 tr/m²; Giá T9/24: 103,9 tr/m²; Giá T10/24: 158,6 tr/m²;  ","60 166,3; 60 142; 60 139,1; 71 116,7; 60 124,7; 60 156,4; 100,2 194,2; 103,2 181,4; 85,3 171; 93,2 218,5; 78,2 223,2; 90,1 206,1; 69,5 215,7; 86,9 182,8; 86,7 205,1; 86 206,9; 91 214,1; 70,8 207; 79,2 120,4; 70,8 205,1; 75,4 212,8; 88,5 215,2; 74,1 216,9; 71,4 238,7; 83,4 251,1"
Phường Phú Thượng,Tây Hồ,Hà Nội,CapitaLand Development (Việt Nam),Heritage West Lake,Căn hộ chung cư tại Heritage West Lake,93 m²,14 tỷ,2 phòng,Không có thông tin,Sổ đỏ,Full nội thất gắn tường cao cấp.,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 3; Số căn hộ: 375,"Giá T10/22: 93,4 tr/m²; Giá T11/22: 65 tr/m²; Giá T12/22: 60 tr/m²; Giá T1/23: 113,4 tr/m²; Giá T2/23: 65 tr/m²; Giá T3/23: 66,7 tr/m²; Giá T4/23: 115,6 tr/m²; Giá T5/23: 137,1 tr/m²; Giá T6/23: 107,5 tr/m²; Giá T7/23: 135,2 tr/m²; Giá T8/23: 136,3 tr/m²; Giá T9/23: 119,3 tr/m²; Giá T10/23: 124,8 tr/m²; Giá T11/23: 105,9 tr/m²; Giá T12/23: 134,8 tr/m²; Giá T1/24: 112,8 tr/m²; Giá T2/24: 109,7 tr/m²; Giá T3/24: 146,4 tr/m²; Giá T4/24: 106,7 tr/m²; Giá T5/24: 116,1 tr/m²; Giá T6/24: 112,9 tr/m²; Giá T7/24: 118,9 tr/m²; Giá T8/24: 112,9 tr/m²; Giá T9/24: 103,9 tr/m²; Giá T10/24: 158,6 tr/m²;  ","60 166,3; 60 142; 60 139,1; 71 116,7; 60 124,7; 60 156,4; 100,2 194,2; 103,2 181,4; 85,3 171; 93,2 218,5; 78,2 223,2; 90,1 206,1; 69,5 215,7; 86,9 182,8; 86,7 205,1; 86 206,9; 91 214,1; 70,8 207; 79,2 120,4; 70,8 205,1; 75,4 212,8; 88,5 215,2; 74,1 216,9; 71,4 238,7; 83,4 251,1"
Phường Quảng An,Tây Hồ,Hà Nội,Tân Hoàng Minh Group,D’. Le Roi Soleil,Căn hộ chung cư tại D’. Le Roi Soleil,234 m²,"30,5 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 2; Số căn hộ: 498,"Giá T10/22: 75,7 tr/m²; Giá T11/22: 79,6 tr/m²; Giá T12/22: 77,3 tr/m²; Giá T1/23: 73 tr/m²; Giá T2/23: 82,2 tr/m²; Giá T3/23: 81,3 tr/m²; Giá T4/23: 85,2 tr/m²; Giá T5/23: 77,2 tr/m²; Giá T6/23: 70,3 tr/m²; Giá T7/23: 78,7 tr/m²; Giá T8/23: 75,8 tr/m²; Giá T9/23: 86,2 tr/m²; Giá T10/23: 86,2 tr/m²; Giá T11/23: 90,9 tr/m²; Giá T12/23: 90,4 tr/m²; Giá T1/24: 90,9 tr/m²; Giá T2/24: 89,2 tr/m²; Giá T3/24: 93,7 tr/m²; Giá T4/24: 87,9 tr/m²; Giá T5/24: 85,6 tr/m²; Giá T6/24: 102,5 tr/m²; Giá T7/24: 106,8 tr/m²; Giá T8/24: 106,2 tr/m²; Giá T9/24: 104,4 tr/m²; Giá T10/24: 112 tr/m²;  ","62,5 104,2; 65,6 98,9; 64,4 97,6; 60 108,9; 68,2 101,8; 64,1 110,8; 63,7 105,8; 63,8 96,4; 62,8 88,9; 65 97,1; 60,4 90,3; 60,5 102,8; 63,8 145; 64,2 105,3; 67,6 121,7; 70,9 110,9; 68,8 134,1; 73 130,4; 71,6 129,7; 67,8 114,4; 71,9 130,3; 84,2 143,6; 80,9 139,3; 79,5 148,9; 80,8 141,2"
